product_name,price,title,reviewer,date,description
Rains Long Jacket Regenjas Unisex - Maat S/M,"79
  -",Niet echt ‘unisex’,Hedy61,26 maart 2019,"Valt wat (te) breed en groot bij de schouders en armen, maar vrij ‘smal’ rond de benen"
Rains Long Jacket Regenjas Unisex - Maat S/M,"79
  -",fijne regenjas,cees57,3 september 2019,deze wat langere regenjas zit perfect en door de langere lengte blijven je boven benen nu ook langer droog
Rains Long Jacket Regenjas Unisex - Maat S/M,"79
  -",waterdicht?,Emile49,3 november 2020,Deze jas heeft geen ritssluiting maar wel drukknopen. De kans bestaat dat bij harde wind water binnendringt. Voor zo’n prijs verwacht je dit niet.
Rains Long Jacket Regenjas Unisex - Maat S/M,"79
  -",Rains jas,dee1505,8 oktober 2019,"Fijne regenjas die je ook echt droog houdt. Een regenjas die ook hip oogt als je m aanhebt. Maat valt groot( heb normaal s. Heb hiervan xs/s en dan is ie nog ruim, vooral bij de schouders). T is n unisex model dus bij de heupen iets meer op de man gericht waardoor, bij mij, de onderste knopen open gaan bij zitten.Mooie legergroene kleur. Jas is dun maar winddicht waardoor hij toch warmer is dan verwacht. Voor de winter is hij te koud maar met n jas eronder is het prima."
Rains Long Jacket Regenjas Unisex - Maat S/M,"79
  -",regenjas,hertog,22 januari 2018,Prima jas en niet zomaar een jas ...door (binnen)-voering plakt er niks en draagt goed... door weer & wind !!
Vintage Industries Shooter Anorak woodland camo,"74
  95",Fijne jas,Erwin058,25 december 2019,"Hele mooie en fijne jas. Is goed waterdicht en zit goed. Niet heel warm. Enige minpunt is dat hij heel erg ruikt naar dumpstore, je moet hem dus gelijk wassen."
Vintage Industries Shooter Anorak woodland camo,"74
  95",Super jas,Noel72,30 oktober 2019,"Mooie jas, goede kwaliteit en pasvorm."
America Today Jace - Heren Regenjas - Maat Xxl,"79
  99",Ideale jas voor wandeling en merr,Anneliese1963,2 februari 2023,Top kwaliteit zoals ik van dit merk gewend ben.
America Today Jace - Heren Regenjas - Maat Xxl,"79
  99","Stijlvol, lichtgewicht, waterdicht!",JohnnyboyGouda,24 december 2022,"Fijne regenjas. Toch stijlvol, hip, en beschermt uitstekend tegen de regenbuien. Goede kwaliteit (ook de afwerking) en erg licht van gewicht bovendien. Ik heb een maatje groter genomen dan wat ik doorgaans draag, omdat ik hem 's winters gewoon over mijn gewone jas wil kunnen dragen."
Travelin' Jack Soren - Softshell herenjas - Blauw - Maat L,"109
  95",Mooie degelijke jas,Stijn2022,21 december 2021,"Goede jas, zeer warm."
Travelin' Jack Soren - Softshell herenjas - Blauw - Maat L,"109
  95",Zeer goed,Bartmannetje,15 december 2021,"Ik ben positief over dit artikel: mooie pasvorm, materiaal van goede kwaliteit, maat valt zoals verwacht."
Travelin' Jack Soren - Softshell herenjas - Blauw - Maat L,"109
  95",Mooie jas.,Supermarcopol,29 november 2022,"Mooi jas,past perfect en kwalitatief ook in orde+++++"
Travelin' Jack Soren - Softshell herenjas - Blauw - Maat L,"109
  95",Perfect,Sreten,20 februari 2022,"Mooi, lekker warm winter jas."
Travelin' Jack Soren - Softshell herenjas - Blauw - Maat L,"109
  95",Mooie jas,Marnix097,2 februari 2022,Pas maat is oke. Goede kwaliteit met veel handige zakken. Lekker warm voor in de kille winter.
Travelin' Jack Jense Herenjas Gevoerd - Groen - Maat XL,"129
  95",Warm toffe kleur goed met kap of zonder,Chappement,14 maart 2023,Zit goedToffe kleur Goed warm
Columbia Rugged Path - Winterjas Heren Volwassen - Parka Outdoorjas - Waterdicht - Ancient Fossil - Maat L,"90
  81","Medium is te klein, Large is te groot.",DimosK,4 maart 2023,"has a weird fit, first try it then order"
Cappuccino Italia - Heren Jas zomer Navy Seal Jacket Zwart - Zwart - Maat L,"66
  99",lekker jasje,lawhfdkdv,24 mei 2022,staat netjes
Cappuccino Italia - Heren Jas zomer Navy Seal Jacket Zwart - Zwart - Maat L,"66
  99",Perfect  artikel,Weol,2 april 2023,AanraderMooie jas goede pasvorm
Cappuccino Italia - Heren Jas zomer Navy Seal Jacket Grijs - Grijs - Maat XL,"66
  99",lekker jasje,lawhfdkdv,24 mei 2022,staat netjes
Cappuccino Italia - Heren Jas zomer Navy Seal Jacket Grijs - Grijs - Maat XL,"66
  99",Perfect  artikel,Weol,2 april 2023,AanraderMooie jas goede pasvorm
Raizzed Jacket Tripoli,"50
  -",draagt lekker precies de juiste maat en goed warm,gejaaa,5 april 2023,lekker warm. precies de juiste maat. goede kwaliteit
Didriksons FREDRIK USX PARKA Heren Outdoor parka - maat L,"150
  -",Super fijne jas,Roobster1973,27 december 2022,"Hele fijne super jas. Is winddicht en zou ook waterdicht moeten zijn maar nog geen ervaring. Enige minpunt was dat de multi rits onderin plots een stukje open ging staan bij het bukken of in de auto of op de fiets stappen. Deze klacht gemeld en ik heb 2 dagen erna gelijk een nieuwe jas opgestuurd gekregen zodat ik deze jas retour kan sturen, echt SUPER geregeld."
Petrol Industries - Heren Klassieke bodywarmer  - Zwart - Maat XL,"61
  62",Mooie kwaliteit,Xofy,28 maart 2023,Leuke bodywarmer van goede kwaliteit
Regatta - Heren Outdoorjas Arec II - Blauw - Maat L,"46
  90",Mooi jack voor weinig geld,fredovic,3 september 2020,"Schrijf deze review direct bij ontvangst, en na aanpassen van het jack.- Het jack ziet er kwalitatief goed uit.- Maat M heeft een borstwijdte van 55cm.- Het jack is gevoerd met soort fleece stof, wat stroef aanvoelt bij aan en uittrekken.- Jack heeft ook twee diepe binnenzakken, en zgn windstrook achter de rits, om wind en kou tegen te houden die vaak op je borst komt als dit niet aanwezig is.- Kleur is echt Navy blauw in het echt.Hoop dat de volgende koper geholpen is met deze review."
Regatta - Heren Outdoorjas Arec II - Blauw - Maat L,"46
  90",Prima jas,MarcelloWielenga,4 januari 2022,Ik ben hartstikke tevreden met de jas. Zo tevreden dat ik er nog 1 heb besteld. De jas zit als gegoten en houd de wind goed tegen. En de kleur is mooi. Prima jas. Niks mis mee.
Regatta - Heren Outdoorjas Arec II - Blauw - Maat L,"46
  90",Fijne tussen jas voor op de fiets,Zeemama,20 december 2022,Wind dicht fijn voor herfst en voorjaar
Regatta - Heren Outdoorjas Arec II - Blauw - Maat L,"46
  90",dliz,Djiz,28 december 2021,Aanrader
JACK&JONES JJTIMO PUFFER JACKET Heren Jas - Maat M,"99
  99",Super jas!,Dekoper2002,27 januari 2023,Super mooie jas en lekker warm!
JACK&JONES JJTIMO PUFFER JACKET Heren Jas - Maat M,"99
  99",Warm en zit Lekker en maat klopt precies,Maus123,12 december 2022,snel geleverd en zeker een aanrader is warm en winddicht
America Today Jace - Heren Regenjas - Maat Xl,"79
  99",Ideale jas voor wandeling en merr,Anneliese1963,2 februari 2023,Top kwaliteit zoals ik van dit merk gewend ben.
America Today Jace - Heren Regenjas - Maat Xl,"79
  99","Stijlvol, lichtgewicht, waterdicht!",JohnnyboyGouda,24 december 2022,"Fijne regenjas. Toch stijlvol, hip, en beschermt uitstekend tegen de regenbuien. Goede kwaliteit (ook de afwerking) en erg licht van gewicht bovendien. Ik heb een maatje groter genomen dan wat ik doorgaans draag, omdat ik hem 's winters gewoon over mijn gewone jas wil kunnen dragen."
WE Fashion Heren overjas met gewatteerde inzet,"175
  -",Voldoet totaal niet.,Beegdenaar,23 november 2021,De rits open en sluit niet goed. De pasvorm is slecht en de knopen gaan heel slecht open en dicht. Binnen 30 seconden beslist: terugsturen.
Rains Jacket Regenjas Unisex - Maat L/XL,"49
  95",Goeie regenjas,HannahDnd,4 januari 2020,"Mooie kleur, goed merk regenjassen, gaatjes bij de oksels waardoor ie goed ademt. Ik vind dat ze wel wat groot vallen, maar verder goed product!"
Rains Jacket Regenjas Unisex - Maat L/XL,"49
  95","Hip, mooi en praktisch !",Ca74ro,30 oktober 2019,Mooie weliswaar dunne jas; ideaal om over een wollen trui of vest te dragen.
Rains Jacket Regenjas Unisex - Maat L/XL,"49
  95",Zeer goed en stijlvol regenjack.,IngmarR,27 augustus 2019,Ik heb dit regenjack vlak voor Lowlands aangeschaft. Het bleek een topaankoop! Heb het jack goed kunnen gebruiken en ben er erg tevreden over.
Rains Jacket Regenjas Unisex - Maat L/XL,"49
  95",Perfecte regenjas,Jessica41,15 juli 2019,Perfect!
Rains Jacket Regenjas Unisex - Maat L/XL,"49
  95",Stevige jas tegen regen en wind,Michielvank,9 april 2019,Ik fiets naar werk nu en was al lang op zoek naar een regenjas die me er niet als een verzopen trol deed uitzien. Ik ben dan ook helemaal fan van deze jas omdat hij zowel mooi als functioneel is. Ik doe hem zelfs aan tegen de wind omdat hij zo stevig is en de wind supergoed tegenhoudt. Ik heb het merk al aan verschillende vrienden aangeraden.
Rains Jacket Regenjas Unisex - Maat L/XL,"49
  95",een moderne en efficiënte aanrader,bdke1406,15 oktober 2018,"heel soepele doch regenbestendige vest met mooie afwerking -een aanrader, zeker voor de komende herfstdagen met regen en wind"
Mac in a Sac Origin 2 Regenjas Unisex - Neon Groen - Maat L,"54
  95",Geslaagd,Marti38,8 september 2021,Kopen
Mac in a Sac Origin 2 Regenjas Unisex - Neon Groen - Maat L,"54
  95",Veilig en droog,Gil753,7 september 2021,"Echt een topper. Waterdicht, zit gemakkelijk, niets dan voordelen."
Mac in a Sac Origin 2 Regenjas Unisex - Neon Groen - Maat L,"54
  95",Best jasje,Dokus58,24 augustus 2021,"Heerlijk licht en compact om mee te nemen, geen last van zweten; ademt goed."
Mac in a Sac Origin 2 Regenjas Unisex - Neon Groen - Maat L,"54
  95",Top!,KarinvBL,23 oktober 2020,"Makkelijk mee te nemen, goed zichtbaar"
Mac in a Sac Origin 2 Regenjas Unisex - Neon Groen - Maat L,"54
  95",Je valt wel op,Blanco9,22 september 2020,Felle opvallende kleur
Mac in a Sac Origin 2 Regenjas Unisex - Neon Groen - Maat L,"54
  95",Koop deze kanjer!,goudkuat2008,3 november 2021,Super opvallende jas bij regenachtig en mistig weer.Zit goed en is waterdicht.Ook tijdens een hoosbui
Kjelvik Kevan Softshelljas Heren - Maat 2XL,"64
  95",Wat een mooie jas,Eigenwens,17 maart 2023,Echt een mooie jas dit. Prima prijs - kwaliteit verhouding.
Kjelvik Kevan Softshelljas Heren - Maat 2XL,"64
  95",Fijne jas,ZoZimpel,28 december 2021,Zit lekker en waterafstotend
Korte Jas Heren - Slim Fit- Navy,"81
  44",Goede jas,Hermanvanderslot,6 september 2021,Goede jas heb m voor mijn zoontje gekocht en heeft hem daarna nog aan zijn vriend gegeven dus hij gaat heel lang mee
Korte Jas Heren - Slim Fit- Navy,"81
  44",Koop dit niet,KevinGrelling,27 juli 2020,"Je kan beter een parajumpers jas halen, betere prijs kwaliteit verhouding. Jas zit niet goed en gaat niet lang mee"
Cappuccino Italia - Heren Jas zomer Navy Seal Jacket Zwart - Zwart - Maat L,"66
  99",lekker jasje,lawhfdkdv,24 mei 2022,staat netjes
Cappuccino Italia - Heren Jas zomer Navy Seal Jacket Zwart - Zwart - Maat L,"66
  99",Perfect  artikel,Weol,2 april 2023,AanraderMooie jas goede pasvorm
Cappuccino Italia - Heren Jas zomer Navy Seal Jacket Grijs - Grijs - Maat XL,"66
  99",lekker jasje,lawhfdkdv,24 mei 2022,staat netjes
Cappuccino Italia - Heren Jas zomer Navy Seal Jacket Grijs - Grijs - Maat XL,"66
  99",Perfect  artikel,Weol,2 april 2023,AanraderMooie jas goede pasvorm
Korte Jas Heren - Slim Fit- Navy,"81
  44",Goede jas,Hermanvanderslot,6 september 2021,Goede jas heb m voor mijn zoontje gekocht en heeft hem daarna nog aan zijn vriend gegeven dus hij gaat heel lang mee
Korte Jas Heren - Slim Fit- Navy,"81
  44",Koop dit niet,KevinGrelling,27 juli 2020,"Je kan beter een parajumpers jas halen, betere prijs kwaliteit verhouding. Jas zit niet goed en gaat niet lang mee"
BJØRNSON Remco Regenjas / Zomerjas Zomer Heren - Waterdicht - Maat L - Groen,"79
  95",Prima,Neebarend,13 mei 2022,Prima jas deze maat is goed.Valt wel klein uit. Ik had eerst 4xl  te klein ik moest 6xl hebben.
BJØRNSON Remco Regenjas / Zomerjas Zomer Heren - Waterdicht - Maat L - Groen,"79
  95",Prettige jas,WimBek,3 juli 2020,"Een stevige jas, lekker licht en ventileert prima. Aanrader!"
BJØRNSON Remco Regenjas / Zomerjas Zomer Heren - Waterdicht - Maat L - Groen,"79
  95",Een prima Jas,Geschutskoepel,10 september 2022,"Prima Jas. Netjes afgewerkt. In dit geval voor zes keer XL gekozen , normaal heb ik 4 keer xl, omdat ik weet dat bij dit merkt de maatvoering nogal klein is daarom 6 x en dat past prima."
BJØRNSON Remco Regenjas / Zomerjas Zomer Heren - Waterdicht - Maat L - Groen,"79
  95",Fantastische aanrader,Barracuda123456788,6 oktober 2022,"Winddicht. Dus heel warm volgens de, op het eerste zicht een ""dunne"" jas. Ik rijdt er met mijn brommer mee in de regen en/of kou, en ik blijf droog én warm."
BJØRNSON Remco Regenjas / Zomerjas Zomer Heren - Waterdicht - Maat L - Groen,"79
  95",Mouwen,hermanbilzen,17 augustus 2022,Omtrek is goed maar mouwen vallen erg kort.
"Zwarte leren heren jas - AIM, Antrio 4051 Zwart maat M","189
  99",Goede jas voor de prijs!,RSRGR,4 oktober 2021,"Zit comfortabel, het leer is niet stug, is waterresistent en geeft voldoende warmte."
Klassieke Lange Heren Mantel met rits - Zwart,"141
  46",Fijne jas,Tizzywizzy,20 februari 2023,Mooi afgewerkte jas. Wind en waterdicht op de fiets. Lekker warm. Degelijke rits en capuchon. Fijne diepe zakken. Ben er blij mee.
FRILIVIN - Winterjas Heren Varsity - Beige - Warme College Winter Jacket - Gewatteerde Jack Baseball - Jas Voor Mannen - Maat M,"84
  95",Fijne stof en mooie pasvorm! Fijne jas voor de winter.,Rickk1996,27 oktober 2022,"Fijne jas. Ik heb de maat M, deze valt ook als een M. De jas is snel geleverd. als je een Baseball jas zoekt is deze zeker een aanrader!"
Versano Newark Leren Heren Bikerjack Heren Jack L - Cognac,"179
  95",Mooie stoere lederen jas!,xxxx43,28 augustus 2021,"Ik had een beetje schrik om de jas te bestellen omdat het vaak moeilijk is om de juiste maat te vinden, en spullen moeten terugsturen is niet echt leuk. Maar de jas past PERFECT.Ik ben 183-184 Centimeter lang, weeg ongeveer 71 Kilo, vrij smal van lichaamsbouw en ik heb lange armen en benen. Een ware horror om de juiste kleding te vinden.De lederen jas die ik besteld heb is XXL en zowel de armlengte als de borstomvang zit als gegoten. Normaal koop ik T-schirts en jassen maat LARGE of EXTRA LARGE.Het leder is overigens erg soepel, en heeft een stoere look die mij uiterst bevalt. En de prijs is eigenlijk vrij laag voor zulke kwaliteit. Geen moment spijt van deze geweldige aankoop!"
Senvi Bodywarmer Urban - Kleur Zwart - Maat XXL,"40
  95",Zeer goed,Laserbulut,1 oktober 2019,"Wat ik vooral goed vind: voldoet aan verwachting, goede kwaliteit."
Senvi Bodywarmer Urban - Kleur Zwart - Maat XXL,"40
  95",fijne bodywarmer,fritzell,6 mei 2019,Zitten lekker en een mooie pasvorm
Senvi Bodywarmer Urban - Kleur Zwart - Maat XXL,"40
  95",Bodywarmer,Moix,26 januari 2021,Mooie bodywarmer
Senvi Bodywarmer Urban - Kleur Zwart - Maat XXL,"40
  95",Bodywarmer,Pascalrobert,22 juni 2022,"Zeer mooie bodywarmer, alleen als ik XL bestel krijg ik XXL, daar schrok ik wel van en ik paste hem ook nog"
Senvi Bodywarmer Urban - Kleur Zwart - Maat XXL,"40
  95",Heel blij mee,Jippet,6 september 2022,Echt een hele fijne bodywarmer! Past goed en zit lekker
MGO Leisure Wear British Wax Parka Outdoorjas Heren - Bruin - Maat S,"119
  99","Top jas, waterdicht en lekker warm.",PeterW1958,5 januari 2023,Snelle levering en precies zoals de omschrijving
MGO Leisure Wear British Wax Parka Outdoorjas Heren - Bruin - Maat S,"119
  99",Goed product en prettig geprijst,Znapz,6 december 2022,prima snel en schappelijk geprijst
MGO Leisure Wear British Wax Parka Outdoorjas Heren - Bruin - Maat S,"119
  99",Mijn nieuwe favorite jas,barbar1,10 november 2022,Het is mijn dagelijkse jas geworden. Het is precies wat er belooft wordt. Een top jas
AGU GO Parka Regenjas Essential Unisex - Blauw - XL - Dames & Heren - Waterdicht & Ademend,"59
  99",Zeer goed,Kimaco,15 juni 2021,Doet waarvoor hij gemaakt is. Drooghouden
Cappuccino Italia - Heren Jas zomer Navy Seal Jacket Zwart - Zwart - Maat L,"66
  99",lekker jasje,lawhfdkdv,24 mei 2022,staat netjes
Cappuccino Italia - Heren Jas zomer Navy Seal Jacket Zwart - Zwart - Maat L,"66
  99",Perfect  artikel,Weol,2 april 2023,AanraderMooie jas goede pasvorm
Cappuccino Italia - Heren Jas zomer Navy Seal Jacket Grijs - Grijs - Maat XL,"66
  99",lekker jasje,lawhfdkdv,24 mei 2022,staat netjes
Cappuccino Italia - Heren Jas zomer Navy Seal Jacket Grijs - Grijs - Maat XL,"66
  99",Perfect  artikel,Weol,2 april 2023,AanraderMooie jas goede pasvorm
JC Blue Harrington Jas - Blauwe Jas - Heren Jassen zomer – Maat XXL,"49
  95",Heerlijke jas!,AL31,2 april 2023,heerlijke jas! snel geleverd en zit goed. erg blij mee :-)
Ballin Amsterdam - Heren Regular Fit Puffer Jas - Blauw - Maat M,"146
  99",Geborduurde tekst laat los,Hasiktir,25 januari 2023,De geborduurde tekst ballin is na 1 maand al los gelaten. Er hangen overal touwtjes los
Nordberg Ole Gevoerde Softshell Heren Jas Ms01401-ny - Kleur Blauw - Maat L,"104
  90",cool en warme winterjas,pdeb67,2 oktober 2018,heerlijke warme jas die ook nog eens een goede vorm heeft super aankoop
Alwero bodywarmer Alpen ADULT Antraciet L,"69
  95",Volstaat,Fatie2020,25 november 2021,"Ik heb een maat M, heb ook de M besteld en hij past precies. Aangezien ik van ruime kleding hou ga ik hem toch ruilen voor een L.Hij voldoet verder aan de verwachting, precies zoals op de foto. Mooi!"
Alwero bodywarmer Alpen ADULT Antraciet L,"69
  95",Lekker warm,EefjeRoos246,27 januari 2021,Vandaag de bodywarmer mogen ontvangen. Ik heb zelf maat 36 maar heb de bodywarmer in een maat M besteld. Ik hou er van als die wat ruimer zit. De bodywarmer is heerlijk warm en de kleur is precies zoals de foto.Ik ben er mega blij mee!
Columbia Autumn Park Puffer Jas Heren – Outdoor Jas – Tussenjas – Gewatteerde Donsjas - Lichtgewicht – Zwart – Maat XL,"123
  99","Fijne jas, goed winddicht",UniekeNaam1846274,7 mei 2021,"Gekocht toen deze flink afgeprijsd was.De jas is heerlijk zacht, en aan de uiteindes van de mouwen zit een soort elastieke band, waardoor hij goed de wind buiten houdt.  De kraag is ook fijn ietsje hoger om de nek.De binnenkant is wel heftig blinkend, als je hem binnenstebuiten aan doet ben je net Gordon."
Cappuccino Italia - Heren Jas winter Hooded Winter Jacket Army - Groen - Maat M,"61
  99",Mooie licht gewicht jas,Ivie18,11 maart 2023,Prima kwaliteit voor de prijs
Cappuccino Italia - Heren Jas zomer Navy Seal Jacket Zwart - Zwart - Maat L,"66
  99",lekker jasje,lawhfdkdv,24 mei 2022,staat netjes
Cappuccino Italia - Heren Jas zomer Navy Seal Jacket Zwart - Zwart - Maat L,"66
  99",Perfect  artikel,Weol,2 april 2023,AanraderMooie jas goede pasvorm
Kjelvik heren zomer softshell jas Marvig zwart - maat L,"66,99",Super !,RobLwd,1 juni 2021,"zocht al een tijd voor een goede tussen/zomer jas.met deze haalde ik de hoofdprijs !comfortabel, goede mouw lengte ( ben wat langer).en ademt lekker.en voor die prijs helemaal goed.zeker een aanrader."
Cappuccino Italia - Heren Jas zomer Navy Seal Jacket Grijs - Grijs - Maat XL,"66
  99",lekker jasje,lawhfdkdv,24 mei 2022,staat netjes
Cappuccino Italia - Heren Jas zomer Navy Seal Jacket Grijs - Grijs - Maat XL,"66
  99",Perfect  artikel,Weol,2 april 2023,AanraderMooie jas goede pasvorm
Superdry CODE TECH SOFTSHELL JKT Heren Jas - Maat XL,"71
  23",Goed,Bhai,29 april 2022,Goede jas
Superdry CODE TECH SOFTSHELL JKT Heren Jas - Maat XL,"71
  23","mooi en stevig, wel alleen voor hartje zomer aangeraden",Tntn,11 april 2022,"prima zomerjasje, zit lekker en ziet er netjes uit valt wel een beetje klein uit (kan persoonlijke voorkeur wezen) maar had gelukkig een maatje te groot gekocht en dat raad ik u ook aan. wel aan de dunne kant dus kan misschien een beetje koud zijn in de lente en herfst, ook niet winddicht.1 ster aftrek omdat de overstap van een winterjas naar deze jas wel groot is"
EA7 Down Jacket Jas Mannen - Maat XL,"115
  30","Leuk uitziend, qualitatief iets minder.",Peter970,1 december 2020,"Het is opzich een mooie jas om te zien, maar daar blijft het ook bij.Draag de jas nu +/_ een maand en op de stiknaden laat het al los, en dat voor dit bedrag, erg jammer."
KIMO DIRECT Verwarmde Bodywarmer met 10.000 mAh Powerbank - Fleece Vest - Verstelbare Maten - Unisex,"109
  95",Mooie bodywarmer van goede kwaliteit,SanneBestaatAl,3 mei 2021,Ik heb deze bodywarmer voor mijn vader gekocht. Hij is er hartstikke blij mee! De voering van de bodywarmer is ook heerlijk zacht voor extra comfort.De warmte patches voor extra warmte doen het goed.Ik blij met mijn aankoop en mijn vader met zijn cadeau.
KIMO DIRECT Verwarmde Bodywarmer met 10.000 mAh Powerbank - Fleece Vest - Verstelbare Maten - Unisex,"109
  95",Warm,chan1947,18 januari 2021,"Lekker warm. Kun je ook thuis dragen, spaar je verwarming kosten."
KIMO DIRECT Verwarmde Bodywarmer met 10.000 mAh Powerbank - Fleece Vest - Verstelbare Maten - Unisex,"109
  95",Verwarmde Body,Jantjevan10,28 februari 2021,top artikel geen koude meer enkel zou de batterij wat langer mogen meegaan
KIMO DIRECT Verwarmde Bodywarmer met 10.000 mAh Powerbank - Fleece Vest - Verstelbare Maten - Unisex,"109
  95",Prima,Pompurk,10 oktober 2022,Voldoet aan de verwachting. Vlotte levering.
KIMO DIRECT Verwarmde Bodywarmer met 10.000 mAh Powerbank - Fleece Vest - Verstelbare Maten - Unisex,"109
  95",Heel tevreden,darkzero,3 oktober 2022,Bestelling snel ontvangen maar de meegeleverde powerbank was kapot. Mail gestuurd naar Kimo Direct en binnen het uur al een antwoord gehad. Men zou me gratis een nieuwer model van de powerbank sturen en als compensatie een extra gratis powerbank. Deze ook weer snel ontvangen. Beide leken opgeladen volgens de statuslampjes maar op aanraden in de handleiding eerst opgeladen. De vest heeft 3 standen en warmt in de hoogste stand snel op. Deze gebruik ik eerst en daarna zet ik 'm op de 2de stand om een aangename warmte te behouden. Via ritsen aan de zijkant kan het vest groter gemaakt worden maar voor mij (1m80 en 70kg) voldoet de kleinste maat. Ik draag 'm boven m'n t-shirt maar onder m'n hoodie. Heel tevreden met m'n aankoop en nogmaals m'n complimenten aan de klantendienst van Kimo Direct!
KIMO DIRECT Verwarmde Bodywarmer met 10.000 mAh Powerbank - Fleece Vest - Verstelbare Maten - Unisex,"109
  95",Goede koop,Felix20212021,6 februari 2022,Warmt lekker snel op je hebt wel een reserver batterij nodig als je hem wat warmer zet.
Bodywarmer Sol's Warm - zwart - 4XL,"38
  95",Fantastisch,Nadineke1,16 februari 2021,"Niets op aan te merken, perfecte maat"
Columbia Challenger Winterjas Heren Volwassen - Waterdicht - Winddicht - Outdoorjas - Zandkleurig/Zwart - Maat XXL,"56
  40",Goed,Michel107,30 juni 2021,Eigenlijk is de jas te kort.
Columbia Challenger Winterjas Heren Volwassen - Waterdicht - Winddicht - Outdoorjas - Zandkleurig/Zwart - Maat XXL,"56
  40",Goede kwaliteitsjas,w8en,3 december 2019,Alles top
Columbia Challenger Winterjas Heren Volwassen - Waterdicht - Winddicht - Outdoorjas - Zandkleurig/Zwart - Maat XXL,"56
  40",Prachtige warme winterjas jongen,Lien479,30 oktober 2019,Valt precies op maat vergelijkbaar met 176-180 wel iets korter dan verwacht
Cappuccino Italia - Heren Jas winter Hooded Winter Jacket Army - Groen - Maat M,"61
  99",Mooie licht gewicht jas,Ivie18,11 maart 2023,Prima kwaliteit voor de prijs
Cappuccino Italia - Heren Jas zomer Navy Seal Jacket Zwart - Zwart - Maat L,"66
  99",lekker jasje,lawhfdkdv,24 mei 2022,staat netjes
Cappuccino Italia - Heren Jas zomer Navy Seal Jacket Zwart - Zwart - Maat L,"66
  99",Perfect  artikel,Weol,2 april 2023,AanraderMooie jas goede pasvorm
Heren Jas zomer met Ballin Est. 2013 Padded Jacket Print - Blauw - Maat M,"66
  99",Best jassie,Mauweb,1 juni 2021,Hij is licht maar lekker warm en waterdicht
Campbell Cooper - Gevoerde Waxjas Waxjack Engels - Blauw - Maat XL,"89
  95",Wauw wat een mooie en goede kwaliteit,Hxvsz,21 januari 2023,Een mooie dikke jas van mooie kwaliteit en goede afwerking.Levering en contact verkoper ook super.Zat nog een bus met onderhoud spray in de doos.
America Today Jace - Heren Regenjas - Maat Xl,"79
  99",Ideale jas voor wandeling en merr,Anneliese1963,2 februari 2023,Top kwaliteit zoals ik van dit merk gewend ben.
America Today Jace - Heren Regenjas - Maat Xl,"79
  99","Stijlvol, lichtgewicht, waterdicht!",JohnnyboyGouda,24 december 2022,"Fijne regenjas. Toch stijlvol, hip, en beschermt uitstekend tegen de regenbuien. Goede kwaliteit (ook de afwerking) en erg licht van gewicht bovendien. Ik heb een maatje groter genomen dan wat ik doorgaans draag, omdat ik hem 's winters gewoon over mijn gewone jas wil kunnen dragen."
JACK&JONES PLUS JJEMULTI QUILTED JACKET PS NOOS Heren Jas - Maat 3XL,"38
  -",top jasje,MarcHF,28 december 2021,verassend warme jas met kap
JACK&JONES PLUS JJEMULTI QUILTED JACKET PS NOOS Heren Jas - Maat 3XL,"38
  -",Goed,Ferdina,15 december 2021,lekkere jas wel erg dun.
JACK&JONES PLUS JJEMULTI QUILTED JACKET PS NOOS Heren Jas - Maat 3XL,"38
  -",Mooie jas,Jacq1971,19 oktober 2021,Mooie jas
JACK&JONES PLUS JJEMULTI QUILTED JACKET PS NOOS Heren Jas - Maat 3XL,"38
  -",Goede jas,Carlospic,20 april 2021,Mooie jas alleen de mouwen komen te kort voor de rest is die perfect.
Urban 5884® - Ralph - Biker look – Denim - Heren Jas - Lams Leer Jack - Maat S,"189
  -",zeer tevreden,Brancod,27 januari 2021,een mooi jasje valt inderdaad wat klein maar at is aangegeven door de verkoper.dus heb een maatje groter besteld de maar was goed het model was perfect en de kwaliteit wauw echt mooi soepel leer fijn dat het ook echt leer is was al een tijdje opzoek naar een echte leren jas.ik raad deze jas zeker aan
Urban 5884® - Ralph - Biker look – Denim - Heren Jas - Lams Leer Jack - Maat S,"189
  -",Chinese jas??,Poulo,31 december 2020,"Het lijkt op een jas uit China, een 5 XL valt als een 2 XL, belachelijk gewoon..."
WE Fashion Heren corduroy bomberjacket,"95
  -",Goede herfstjas,AmberP123,1 april 2023,"Deze jas heeft een gewatteerde voering waardoor hij perfect is voor het tussenseizoen. Als ik één ding zou moeten kiezen dat ik anders zou willen zijn, zou het zijn om ritsen aan de zakken toe te voegen."
Cappuccino Italia - Heren Jas zomer Navy Seal Jacket Grijs - Grijs - Maat XL,"66
  99",lekker jasje,lawhfdkdv,24 mei 2022,staat netjes
Cappuccino Italia - Heren Jas zomer Navy Seal Jacket Grijs - Grijs - Maat XL,"66
  99",Perfect  artikel,Weol,2 april 2023,AanraderMooie jas goede pasvorm
Cars Jeans  EXXON Poly Heren Jas - Maat L,"89
  99",Een goede jas lekker warm en een goede pasvorm,Diederick1972,4 januari 2023,Een goede jas goede pasvorm mooie kleur lekker warm alleen de capuchon is aan de grote kant
